"","X","id","Q1","Q2","Q3","Q4_1","Q4_2","Q4_3","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","Q15","density","areapc"
"2951",3030,612,2,3,1,"广东省","广州市",NA,3,2,160,7,3,1,"2022/12/19",2,6,5,5,2546.839444,22.8571428571429
"2952",3031,257,2,2,1,"广东省","深圳市",NA,2,2,150,4,4,1,"2022/12/17",1,6,3,5,4626.402535,37.5
"2953",3032,206,1,2,1,"广东省","广州市",NA,2,4,85,4,4,1,"2022/12/9",2,5,5,3,2546.839444,21.25
"2954",3033,316,1,2,1,"广东省","深圳市",NA,5,1,65,5,4,1,"2022/12/18",4,5,4,2,4626.402535,13
"2955",3034,317,1,3,1,"广东省","深圳市",NA,4,3,73,3,3,1,"2022/12/17",4,5,3,4,4626.402535,24.3333333333333
"2956",3035,617,2,3,1,"广东省","广州市",NA,2,3,195,7,3,1,"2022/12/14",4,6,5,5,2546.839444,27.8571428571429
"2957",3036,319,2,1,1,"广东省","深圳市",NA,4,2,75,4,3,1,"2023/1/4",4,5,2,3,4626.402535,18.75
"2958",3037,320,1,2,1,"广东省","广州市",NA,3,2,20,4,4,1,"2023/1/5",4,5,5,5,2546.839444,5
"2959",3038,620,1,4,1,"广东省","深圳市",NA,3,6,50,3,3,1,"2022/12/11",3,6,5,5,4626.402535,16.6666666666667
"2960",3039,745,2,3,1,"广东省","广州市",NA,2,6,115,4,3,1,"2023/1/2",4,7,5,5,2546.839444,28.75
"2961",3040,273,1,4,1,"广东省","深圳市",NA,3,2,65,3,2,1,"2022/12/29",4,5,5,5,4626.402535,21.6666666666667
"2962",3041,625,1,2,1,"广东省","深圳市",NA,2,2,80,2,2,1,"2023/1/16",3,6,5,5,4626.402535,40
"2963",3042,108,2,2,1,"广东省","深圳市",NA,2,4,55,2,2,1,"2022/12/25",4,5,5,6,4626.402535,27.5
"2964",3043,584,2,3,1,"广东省","广州市",NA,1,6,125,4,2,1,"2022/12/20",4,6,5,5,2546.839444,31.25
"2965",3044,334,1,4,1,"广东省","深圳市",NA,4,4,70,6,4,1,"2022/12/22",1,5,4,3,4626.402535,11.6666666666667
"2966",3045,336,2,3,1,"广东省","深圳市",NA,3,1,20,2,2,2,"",0,5,5,5,4626.402535,10
"2967",3046,752,2,3,1,"广东省","广州市",NA,2,3,130,6,2,1,"2022/12/14",3,7,5,5,2546.839444,21.6666666666667
"2968",3047,113,1,4,1,"广东省","深圳市",NA,4,2,63,4,4,1,"2022/12/27",4,5,4,4,4626.402535,15.75
"2969",3048,340,1,2,1,"广东省","广州市",NA,5,3,48,3,2,1,"2022/12/14",3,5,5,3,2546.839444,16
"2970",3049,632,1,2,1,"广东省","深圳市",NA,3,10,70,4,4,1,"2022/12/13",3,6,5,5,4626.402535,17.5
"2971",3050,175,2,2,1,"广东省","广州市",NA,4,3,60,4,3,1,"2022/12/28",3,5,5,5,2546.839444,15
"2972",3051,634,2,3,1,"广东省","广州市",NA,2,3,75,3,2,1,"2022/10/1",3,6,5,5,2546.839444,25
"2973",3052,635,1,3,1,"广东省","深圳市",NA,1,4,71,3,2,1,"2022/12/25",4,6,4,4,4626.402535,23.6666666666667
"2974",3053,178,1,2,1,"广东省","广州市",NA,4,5,63,2,2,2,"",0,5,5,5,2546.839444,31.5
"2975",3054,637,1,2,1,"广东省","广州市",NA,1,4,71,7,7,1,"2022/12/31",4,6,6,3,2546.839444,10.1428571428571
"2976",3055,638,2,3,1,"广东省","广州市",NA,3,5,75,5,3,1,"2022/12/19",4,6,5,5,2546.839444,15
"2977",3056,496,2,3,1,"广东省","广州市",NA,3,2,114,5,4,1,"2022/12/20",3,5,5,5,2546.839444,22.8
"2978",3057,349,2,2,1,"广东省","广州市",NA,3,3,55,4,4,1,"2022/12/20",4,5,5,5,2546.839444,13.75
"2979",3058,723,2,3,1,"广东省","广州市",NA,1,6,138.6,6,4,1,"2022/12/22",4,6,5,5,2546.839444,23.1
"2980",3059,42,2,2,1,"广东省","广州市",NA,5,6,150,3,3,1,"2022/12/26",3,6,5,5,2546.839444,50
"2981",3060,500,1,5,1,"广东省","广州市",NA,2,4,115,3,3,1,"2023/1/7",3,5,4,5,2546.839444,38.3333333333333
"2982",3061,644,1,3,1,"广东省","广州市",NA,1,6,89,6,4,1,"2022/12/16",1,6,5,5,2546.839444,14.8333333333333
"2983",3062,357,2,2,1,"广东省","广州市",NA,2,5,59,3,3,1,"2022/12/17",4,5,5,5,2546.839444,19.6666666666667
"2984",3063,646,2,3,1,"广东省","广州市",NA,1,3,90,7,4,2,"",0,6,4,4,2546.839444,12.8571428571429
"2985",3064,359,1,3,1,"广东省","广州市",NA,2,5,60,4,2,1,"2022/12/20",4,5,5,5,2546.839444,15
"2986",3065,780,2,3,1,"广东省","广州市",NA,1,2,160,3,2,2,"",0,7,5,5,2546.839444,53.3333333333333
"2987",3066,506,1,2,1,"广东省","深圳市",NA,2,3,120,3,2,2,"",0,5,4,5,4626.402535,40
"2988",3067,362,2,3,1,"广东省","广州市",NA,3,3,63,3,3,1,"2022/12/12",4,5,5,4,2546.839444,21
"2989",3068,783,2,3,1,"广东省","广州市",NA,1,1,175,4,2,1,"2022/12/18",4,7,5,5,2546.839444,43.75
"2990",3069,784,1,4,1,"广东省","深圳市",NA,1,4,186,7,5,1,"2022/12/16",2,7,5,5,4626.402535,26.5714285714286
"2991",3070,365,1,2,1,"广东省","广州市",NA,3,3,65,1,NA,1,"2022/12/8",4,5,5,NA,2546.839444,65
"2992",3071,314,2,3,1,"广东省","深圳市",NA,3,6,80,2,2,1,"2022/12/26",4,5,5,5,4626.402535,40
"2993",3072,315,2,1,1,"广东省","深圳市",NA,5,3,45,5,4,1,"2022/12/30",4,5,3,6,4626.402535,9
"2994",3073,788,1,2,1,"广东省","广州市",NA,2,4,90,4,4,1,"2022/11/1",3,8,5,3,2546.839444,22.5
"2995",3074,789,1,3,1,"广东省","深圳市",NA,2,10,85,6,2,1,"2022/12/22",4,8,6,6,4626.402535,14.1666666666667
"2996",3075,58,2,3,1,"广东省","广州市",NA,4,3,65,2,2,1,"2022/12/6",3,5,5,5,2546.839444,32.5
"2997",3076,516,2,2,1,"广东省","广州市",NA,3,5,120,5,3,2,"",0,6,5,5,2546.839444,24
"2998",3077,372,2,3,1,"广东省","广州市",NA,4,4,75,5,3,1,"2022/12/23",3,5,4,4,2546.839444,15
"2999",3078,373,2,4,1,"广东省","深圳市",NA,4,4,76,3,2,1,"2022/12/20",3,5,5,5,4626.402535,25.3333333333333
"3000",3079,662,2,4,1,"广东省","深圳市",NA,3,3,100,4,2,1,"2022/12/18",3,6,5,5,4626.402535,25
"3001",3080,799,1,2,1,"广东省","广州市",NA,1,4,125,1,NA,1,"2022/12/11",4,8,5,NA,2546.839444,125
"3002",3081,706,2,3,1,"广东省","广州市",NA,2,6,126,5,5,1,"2022/12/25",3,6,5,5,2546.839444,25.2
"3003",3082,325,1,2,1,"广东省","广州市",NA,4,3,65,6,3,1,"2022/12/16",4,5,5,5,2546.839444,10.8333333333333
"3004",3083,226,2,3,1,"广东省","广州市",NA,4,6,90,3,2,1,"2022/12/15",3,5,4,5,2546.839444,30
"3005",3084,379,2,2,1,"广东省","广州市",NA,2,10,80,6,6,1,"2023/1/2",3,5,5,3,2546.839444,13.3333333333333
"3006",3085,68,1,2,1,"广东省","深圳市",NA,4,9,95,4,4,1,"2022/12/9",4,5,3,3,4626.402535,23.75
"3007",3086,381,2,2,1,"广东省","广州市",NA,3,3,75,3,3,1,"2022/12/9",4,5,4,5,2546.839444,25
"3008",3087,670,1,2,1,"广东省","深圳市",NA,2,4,120,3,2,2,"",0,6,5,5,4626.402535,40
"3009",3088,2237,2,3,2,"广东省","揭阳市",NA,5,3,115,7,4,1,"2022/11/20",4,4,5,4,994.3361537,16.4285714285714
"3010",3089,2197,1,6,1,"广东省","肇庆市",NA,2,4,110,4,3,1,"2022/12/7",2,4,4,4,260.7340143,27.5
"3011",3090,1739,2,1,1,"广东省","珠海市",NA,3,6,120,4,4,2,"",0,3,3,4,1426.511434,30
"3012",3091,1740,1,1,2,"广东省","汕头市",NA,3,1,115,5,3,1,"2022/12/26",4,2,3,3,1872.004534,23
"3013",3092,2242,2,3,1,"广东省","茂名市",NA,5,3,120,4,2,1,"2023/1/16",1,4,4,5,514.2896638,30
"3014",3093,2105,1,2,2,"广东省","汕头市",NA,4,1,41,5,4,1,"2022/12/11",4,4,4,5,1872.004534,8.2
"3015",3094,1743,1,2,2,"广东省","河源市",NA,5,4,115,3,3,1,"2022/12/22",4,2,5,4,170.3745827,38.3333333333333
"3016",3095,1682,1,2,1,"广东省","茂名市",NA,2,1,100,4,3,1,"2022/12/24",3,3,4,4,514.2896638,25
"3017",3096,2449,2,2,1,"广东省","肇庆市",NA,2,3,120,4,3,1,"2022/12/23",3,5,5,5,260.7340143,30
"3018",3097,2247,2,3,1,"广东省","珠海市",NA,3,4,122,4,4,1,"2022/12/8",3,4,5,5,1426.511434,30.5
"3019",3098,2248,2,4,1,"广东省","汕头市",NA,3,3,117,4,3,1,"2022/12/13",4,4,5,5,1872.004534,29.25
"3020",3099,2412,1,2,1,"广东省","惠州市",NA,2,2,140,7,5,1,"2022/12/16",1,5,3,3,472.1686939,20
"3021",3100,1989,1,2,1,"广东省","茂名市",NA,4,2,100,3,3,1,"2022/12/21",2,3,3,3,514.2896638,33.3333333333333
"3022",3101,1819,2,2,1,"广东省","惠州市",NA,4,10,92,4,2,2,"",0,2,5,2,472.1686939,23
"3023",3102,2252,2,1,1,"广东省","江门市",NA,2,5,120,5,5,1,"2022/12/21",4,4,3,5,479.0563239,24
"3024",3103,1925,2,1,2,"广东省","云浮市",NA,4,5,40,4,3,2,"",0,3,2,2,287.2499106,10
"3025",3104,1993,2,1,2,"广东省","茂名市",NA,4,3,95,5,3,1,"2022/12/31",4,3,3,2,514.2896638,19
"3026",3105,689,2,3,1,"广东省","广州市",NA,4,2,120,5,5,1,"2022/12/13",3,6,5,5,2546.839444,24
"3027",3106,1927,1,2,2,"广东省","汕头市",NA,5,1,45,5,3,1,"2022/12/27",2,3,5,5,1872.004534,9
"3028",3107,2143,1,1,2,"广东省","梅州市",NA,5,5,90,5,5,1,"2023/1/3",3,4,3,5,236.062014,18
"3029",3108,1810,2,2,1,"广东省","汕头市",NA,1,4,88,2,2,2,"",0,2,4,5,1872.004534,44
"3030",3109,1931,2,2,2,"广东省","江门市",NA,6,1,65,4,3,1,"2022/12/18",4,3,5,4,479.0563239,16.25
"3031",3110,1765,2,2,2,"广东省","揭阳市",NA,4,1,150,7,5,2,"",0,2,3,4,994.3361537,21.4285714285714
"3032",3111,1766,2,2,2,"广东省","揭阳市",NA,4,1,150,5,5,2,"",0,2,4,2,994.3361537,30
"3033",3112,1767,2,2,1,"广东省","韶关市",NA,4,3,150,3,2,1,"2022/12/24",3,4,5,5,147.3111404,50
"3034",3113,2302,1,2,1,"广东省","佛山市",NA,6,1,200,7,7,1,"2022/12/26",2,4,5,2,2304.990383,28.5714285714286
"3035",3114,1784,1,1,2,"广东省","梅州市",NA,5,1,246,5,5,1,"2022/12/21",4,2,3,3,236.062014,49.2
"3036",3115,1770,2,1,2,"广东省","汕尾市",NA,5,2,145,4,4,1,"2022/12/17",4,2,3,4,498.3882537,36.25
"3037",3116,2134,1,3,1,"广东省","佛山市",NA,3,2,90,3,2,1,"2022/12/21",3,4,5,5,2304.990383,30
"3038",3117,1652,1,2,2,"广东省","揭阳市",NA,6,2,60,4,4,2,"",0,2,3,2,994.3361537,15
"3039",3118,1773,2,2,2,"广东省","揭阳市",NA,4,1,200,1,NA,2,"",0,2,2,NA,994.3361537,200
"3040",3119,1774,2,2,2,"广东省","茂名市",NA,5,1,200,4,3,2,"",0,2,3,3,514.2896638,50
"3041",3120,1870,2,2,1,"广东省","云浮市",NA,4,4,115,6,4,1,"2022/12/25",1,3,5,4,287.2499106,19.1666666666667
"3042",3121,1894,1,3,1,"广东省","佛山市",NA,4,4,127,7,5,2,"",0,4,3,5,2304.990383,18.1428571428571
"3043",3122,1912,1,1,1,"广东省","梅州市",NA,5,2,201,5,4,2,"",0,2,3,3,236.062014,40.2
"3044",3123,1662,2,2,2,"广东省","揭阳市",NA,5,5,80,5,3,2,"",0,2,5,5,994.3361537,16
"3045",3124,1844,2,2,2,"广东省","湛江市",NA,4,1,95,7,5,1,"2022/12/16",4,2,3,3,519.1681204,13.5714285714286
"3046",3125,2398,1,3,1,"广东省","佛山市",NA,3,3,130,4,2,2,"",0,5,5,5,2304.990383,32.5
"3047",3126,2276,2,2,1,"广东省","江门市",NA,3,2,150,4,3,2,"",0,4,5,5,479.0563239,37.5
"3048",3127,2167,1,2,1,"广东省","清远市",NA,3,4,95,3,3,1,"2022/12/15",4,4,5,3,202.1324498,31.6666666666667
"3049",3128,2278,2,3,1,"广东省","珠海市",NA,4,2,150,6,6,2,"",0,4,5,5,1426.511434,25
"3050",3129,2019,2,2,2,"广东省","汕头市",NA,6,1,100,3,3,1,"2022/12/15",2,3,5,2,1872.004534,33.3333333333333
"3051",3130,2280,2,3,1,"广东省","惠州市",NA,5,4,150,5,2,1,"2022/12/18",3,4,5,5,472.1686939,30
"3052",3131,1851,2,1,2,"广东省","清远市",NA,6,1,100,4,3,2,"",0,2,3,3,202.1324498,25
"3053",3132,2173,2,3,1,"广东省","佛山市",NA,4,3,100,7,6,1,"2022/11/22",3,4,3,3,2304.990383,14.2857142857143
"3054",3133,2022,2,2,2,"广东省","清远市",NA,6,1,100,5,3,1,"2022/12/27",2,3,3,3,202.1324498,20
"3055",3134,2407,2,3,1,"广东省","佛山市",NA,5,4,127,6,3,1,"2022/12/13",4,5,5,5,2304.990383,21.1666666666667
"3056",3135,781,2,3,1,"广东省","广州市",NA,1,2,180,4,2,2,"",0,7,5,5,2546.839444,45
"3057",3136,2299,1,2,1,"广东省","肇庆市",NA,5,2,200,6,3,1,"2022/12/16",3,4,3,2,260.7340143,33.3333333333333
"3058",3137,1978,1,3,1,"广东省","佛山市",NA,4,2,100,4,4,1,"2022/12/9",2,3,3,4,2304.990383,25
"3059",3138,1798,1,2,2,"广东省","江门市",NA,6,1,45,5,5,1,"2022/12/17",4,2,4,2,479.0563239,9
"3060",3139,1689,1,1,1,"广东省","阳江市",NA,4,1,100,2,2,2,"",0,3,2,2,308.7268003,50
"3061",3140,1880,2,2,2,"广东省","河源市",NA,4,1,120,6,4,1,"2022/12/24",2,2,5,2,170.3745827,20
"3062",3141,2345,1,5,2,"广东省","汕头市",NA,5,5,100,6,5,2,"",0,5,4,5,1872.004534,16.6666666666667
"3063",3142,1731,2,2,2,"广东省","肇庆市",NA,4,2,107,4,3,1,"2022/12/29",4,2,3,2,260.7340143,26.75
"3064",3143,2375,2,2,1,"广东省","佛山市",NA,3,8,115,4,2,1,"2022/12/5",4,5,5,5,2304.990383,28.75
"3065",3144,1890,1,2,2,"广东省","茂名市",NA,6,1,120,5,5,1,"2022/12/26",3,2,5,5,514.2896638,24
"3066",3145,1827,1,1,1,"广东省","珠海市",NA,5,5,98,4,3,2,"",0,2,3,3,1426.511434,24.5
"3067",3146,1695,1,2,2,"广东省","揭阳市",NA,5,1,100,4,4,2,"",0,2,3,4,994.3361537,25
"3068",3147,2310,1,1,2,"广东省","河源市",NA,6,1,265,5,5,1,"2022/12/19",3,4,2,3,170.3745827,53
"3069",3148,2024,2,3,1,"广东省","惠州市",NA,3,4,102,5,5,2,"",0,3,5,6,472.1686939,20.4
"3070",3149,2185,2,2,2,"广东省","阳江市",NA,6,1,95,7,4,1,"2022/12/14",4,4,5,5,308.7268003,13.5714285714286
"3071",3150,2014,1,1,2,"广东省","河源市",NA,5,1,100,5,3,1,"2022/12/21",3,3,3,5,170.3745827,20
"3072",3151,2423,2,3,1,"广东省","湛江市",NA,4,6,150,4,2,2,"",0,5,3,4,519.1681204,37.5
"3073",3152,1817,2,2,2,"广东省","江门市",NA,6,1,90,7,2,2,"",0,2,5,4,479.0563239,12.8571428571429
"3074",3153,1665,2,2,2,"广东省","湛江市",NA,6,1,80,6,4,2,"",0,2,3,2,519.1681204,13.3333333333333
"3075",3155,1709,2,1,2,"广东省","梅州市",NA,6,1,100,7,4,2,"",0,2,2,3,236.062014,14.2857142857143
"3076",3156,1649,2,1,2,"广东省","汕头市",NA,6,2,50,5,2,2,"",0,2,2,2,1872.004534,10
"3077",3157,2325,2,3,1,"广东省","佛山市",NA,4,8,90,4,2,1,"2022/12/25",2,5,5,5,2304.990383,22.5
"3078",3158,2102,1,3,2,"广东省","惠州市",NA,6,1,200,7,7,1,"2023/1/4",3,3,3,3,472.1686939,28.5714285714286
"3079",3159,1714,2,1,2,"广东省","云浮市",NA,6,1,95,6,3,1,"2023/1/5",4,2,2,2,287.2499106,15.8333333333333
"3080",3160,2470,2,2,1,"广东省","江门市",NA,2,3,125,4,3,1,"2022/12/22",4,6,5,5,479.0563239,31.25
"3081",3161,2094,2,1,1,"广东省","揭阳市",NA,1,2,170,6,4,1,"2022/12/26",2,3,3,4,994.3361537,28.3333333333333
"3082",3162,2165,1,2,1,"广东省","中山市",NA,3,3,100,1,NA,2,"",0,4,4,NA,2373.586741,100
"3083",3163,2341,1,2,1,"广东省","汕头市",NA,3,4,95,4,4,1,"2023/1/4",4,5,4,4,1872.004534,23.75
"3084",3164,1861,2,1,1,"广东省","清远市",NA,2,4,106,6,5,2,"",0,3,2,3,202.1324498,17.6666666666667
"3085",3165,1666,2,1,1,"广东省","茂名市",NA,3,2,85,6,4,1,"2022/12/18",4,3,3,4,514.2896638,14.1666666666667
"3086",3166,1653,2,2,2,"广东省","茂名市",NA,6,1,60,6,5,1,"2022/12/20",3,2,4,5,514.2896638,10
"3087",3167,2425,2,2,2,"广东省","珠海市",NA,5,1,150,4,4,1,"2022/12/24",3,5,5,5,1426.511434,37.5
"3088",3168,2399,1,3,1,"广东省","佛山市",NA,3,3,130,4,2,2,"",0,5,5,5,2304.990383,32.5
"3089",3169,1636,2,4,2,"广东省","云浮市",NA,4,10,35,5,2,1,"2022/12/23",4,2,3,2,287.2499106,7
"3090",3170,2328,2,1,1,"广东省","江门市",NA,5,10,95,6,5,2,"",0,5,3,3,479.0563239,15.8333333333333
"3091",3171,1635,2,1,2,"广东省","汕头市",NA,6,1,25,5,3,2,"",0,2,2,2,1872.004534,5
"3092",3172,1639,2,2,1,"广东省","茂名市",NA,5,2,50,2,2,2,"",0,2,5,5,514.2896638,25
"3093",3173,2421,2,3,1,"广东省","惠州市",NA,3,5,143,6,5,1,"2022/12/15",4,5,5,5,472.1686939,23.8333333333333
"3094",3174,1759,2,3,1,"广西壮族自治区","梧州市",NA,3,2,140,4,2,2,"",0,2,4,5,215.9345486,35
"3095",3175,1337,2,2,1,"广西壮族自治区","南宁市",NA,4,3,110,6,3,1,"2022/12/15",3,5,5,4,371.1442597,18.3333333333333
"3096",3176,1330,2,3,1,"广西壮族自治区","南宁市",NA,3,4,105,6,4,1,"2022/12/16",4,5,5,5,371.1442597,17.5
"3097",3177,1926,2,2,2,"广西壮族自治区","桂林市",NA,5,3,40,4,3,1,"2022/12/20",3,3,4,2,171.8597272,10
"3098",3178,2151,2,3,1,"广西壮族自治区","桂林市",NA,4,4,95,3,2,2,"",0,4,5,5,171.8597272,31.6666666666667
"3099",3179,1045,1,3,1,"广西壮族自治区","南宁市",NA,4,2,90,4,2,2,"",0,4,5,5,371.1442597,22.5
"3100",3180,2109,2,2,2,"广西壮族自治区","玉林市",NA,5,2,60,3,3,2,"",0,4,4,4,392.3506402,20
"3101",3181,1908,2,2,2,"广西壮族自治区","梧州市",NA,5,1,200,7,4,2,"",0,2,2,2,215.9345486,28.5714285714286
"3102",3182,895,1,2,1,"广西壮族自治区","南宁市",NA,3,5,115,3,3,1,"2022/12/6",4,5,5,4,371.1442597,38.3333333333333
"3103",3183,1155,2,3,1,"广西壮族自治区","南宁市",NA,2,3,115,7,5,1,"2022/12/17",4,5,5,5,371.1442597,16.4285714285714
"3104",3184,1932,1,3,1,"广西壮族自治区","梧州市",NA,3,3,80,4,4,2,"",0,3,3,3,215.9345486,20
"3105",3185,1698,1,2,2,"广西壮族自治区","贵港市",NA,5,1,95,6,4,1,"2022/11/26",4,2,2,5,378.1562263,15.8333333333333
"3106",3186,1913,2,1,2,"广西壮族自治区","桂林市",NA,5,1,206,4,4,2,"",0,2,2,3,171.8597272,51.5
"3107",3187,2148,2,3,1,"广西壮族自治区","柳州市",NA,3,4,95,5,2,1,"2022/12/16",2,4,4,5,213.8053099,19
"3108",3188,1207,2,3,1,"广西壮族自治区","南宁市",NA,1,4,125,4,3,1,"2022/12/30",4,5,5,5,371.1442597,31.25
"3109",3189,1663,1,1,2,"广西壮族自治区","钦州市",NA,5,2,80,4,3,2,"",0,2,2,2,285.2156975,20
"3110",3190,1708,2,3,1,"广西壮族自治区","钦州市",NA,5,2,100,4,4,1,"2022/12/31",2,3,4,5,285.2156975,25
"3111",3191,1081,1,2,1,"广西壮族自治区","南宁市",NA,4,1,100,4,4,2,"",0,4,5,5,371.1442597,25
"3112",3192,1914,2,2,1,"广西壮族自治区","柳州市",NA,2,3,216,4,3,1,"2022/12/28",4,4,4,5,213.8053099,54
"3113",3193,1881,2,2,2,"广西壮族自治区","玉林市",NA,4,1,115,5,5,1,"2022/12/30",4,2,5,5,392.3506402,23
"3114",3194,1850,2,1,2,"广西壮族自治区","柳州市",NA,6,1,100,4,3,2,"",0,2,3,4,213.8053099,25
"3115",3195,1738,2,2,2,"广西壮族自治区","河池市",NA,3,3,120,5,3,2,"",0,2,4,5,97.15074129,24
"3116",3196,1713,2,1,2,"广西壮族自治区","玉林市",NA,6,1,95,5,5,1,"2022/12/26",4,2,2,3,392.3506402,19
"3117",3197,2213,1,3,1,"广西壮族自治区","防城港",NA,3,4,116,5,5,2,"",0,4,5,5,161.0779556,23.2
"3118",3198,1741,1,2,2,"广西壮族自治区","玉林市",NA,4,2,120,5,3,2,"",0,2,4,2,392.3506402,24
"3119",3199,2203,1,4,1,"广西壮族自治区","北海市",NA,4,3,110,4,4,2,"",0,4,5,5,501.3580715,27.5
"3120",3200,968,2,2,1,"广西壮族自治区","南宁市",NA,3,5,124,5,5,1,"2022/12/17",3,5,5,5,371.1442597,24.8
"3121",3201,2026,1,3,1,"广西壮族自治区","钦州市",NA,3,2,104,5,5,1,"2022/12/19",4,3,3,3,285.2156975,20.8
"3122",3202,1977,1,2,1,"广西壮族自治区","桂林市",NA,4,2,95,3,3,1,"2022/11/18",4,3,4,4,171.8597272,31.6666666666667
"3123",3203,946,2,4,1,"广西壮族自治区","南宁市",NA,4,2,95,3,2,1,"2022/12/20",4,3,4,3,371.1442597,31.6666666666667
"3124",3204,1472,1,3,1,"广西壮族自治区","南宁市",NA,6,1,200,5,4,2,"",0,5,5,4,371.1442597,40
"3125",3205,1667,2,1,1,"广西壮族自治区","北海市",NA,5,10,90,6,1,2,"",0,3,2,3,501.3580715,15
"3126",3206,2032,1,2,1,"广西壮族自治区","百色市",NA,5,3,110,4,4,1,"2023/1/17",2,3,5,5,94.06152344,27.5
"3127",3207,1235,2,2,1,"广西壮族自治区","南宁市",NA,4,2,140,5,5,1,"2022/12/21",2,5,5,3,371.1442597,28
"3128",3208,2186,2,2,2,"广西壮族自治区","贵港市",NA,6,1,95,5,4,1,"2022/12/19",4,4,5,5,378.1562263,19
"3129",3209,2295,1,2,2,"广西壮族自治区","百色市",NA,4,1,195,3,3,1,"2022/12/15",4,4,4,4,94.06152344,65
"3130",3210,2001,2,2,1,"广西壮族自治区","柳州市",NA,5,6,95,3,3,1,"2022/11/10",4,3,5,5,213.8053099,31.6666666666667
"3131",3211,1506,2,4,1,"海南省","海口市",NA,2,6,120,6,3,1,"2022/12/22",3,6,4,3,1165.915643,20
"3132",3212,1505,2,3,1,"海南省","海口市",NA,2,4,115,3,2,1,"2022/12/16",4,6,6,5,1165.915643,38.3333333333333
"3133",3213,901,2,3,1,"重庆市","重庆市",NA,5,5,120,5,4,2,"",0,5,2,4,389.0883731,24
"3134",3214,1328,2,3,1,"重庆市","重庆市",NA,3,3,110,4,2,2,"",0,5,6,5,389.0883731,27.5
"3135",3215,1544,2,4,1,"重庆市","重庆市",NA,3,2,135,4,3,1,"2022/12/14",4,6,5,5,389.0883731,33.75
"3136",3216,1033,2,4,1,"重庆市","重庆市",NA,1,10,90,3,2,1,"2022/12/15",3,4,5,6,389.0883731,30
"3137",3217,1462,2,2,1,"重庆市","重庆市",NA,2,2,155,4,4,1,"2022/12/25",4,5,5,5,389.0883731,38.75
"3138",3218,1466,2,3,1,"重庆市","重庆市",NA,2,4,160,3,3,1,"2022/12/16",4,5,5,4,389.0883731,53.3333333333333
"3139",3219,1583,2,3,1,"重庆市","重庆市",NA,3,2,125,6,3,2,"",0,7,6,6,389.0883731,20.8333333333333
"3140",3220,1068,2,2,1,"重庆市","重庆市",NA,3,6,93,3,2,1,"2022/12/17",4,4,5,5,389.0883731,31
"3141",3221,1160,1,2,1,"重庆市","重庆市",NA,2,8,115,4,4,1,"2023/1/1",4,5,5,5,389.0883731,28.75
"3142",3222,1421,1,3,1,"重庆市","重庆市",NA,1,4,130,6,4,1,"2022/12/15",2,5,6,5,389.0883731,21.6666666666667
"3143",3223,1473,1,2,1,"重庆市","重庆市",NA,5,2,75,3,3,1,"2022/12/18",4,5,5,5,389.0883731,25
"3144",3224,1258,2,2,1,"重庆市","重庆市",NA,3,2,81,3,3,1,"2022/12/13",4,5,5,2,389.0883731,27
"3145",3225,1078,1,1,2,"重庆市","重庆市",NA,3,4,100,2,2,1,"2022/12/14",1,4,3,4,389.0883731,50
"3146",3226,850,1,2,2,"重庆市","重庆市",NA,6,1,80,5,5,1,"2022/11/15",3,3,2,4,389.0883731,16
"3147",3227,869,2,2,1,"重庆市","重庆市",NA,4,2,100,3,3,1,"2022/12/25",2,3,3,4,389.0883731,33.3333333333333
"3148",3229,810,2,2,1,"重庆市","重庆市",NA,4,10,60,2,2,2,"",0,3,3,2,389.0883731,30
"3149",3230,1593,2,3,1,"重庆市","重庆市",NA,2,5,138,5,4,1,"2022/12/16",4,7,5,5,389.0883731,27.6
"3150",3231,1435,1,3,1,"重庆市","重庆市",NA,1,2,135,4,2,1,"2022/12/22",4,5,5,6,389.0883731,33.75
"3151",3232,851,1,2,1,"重庆市","重庆市",NA,3,5,85,5,3,1,"2023/1/1",3,3,4,5,389.0883731,17
"3152",3233,1267,2,2,1,"重庆市","重庆市",NA,2,10,85,5,3,1,"2022/12/22",4,5,5,5,389.0883731,17
"3153",3234,1066,2,2,1,"重庆市","重庆市",NA,2,8,98,4,2,1,"2022/12/27",3,4,5,5,389.0883731,24.5
"3154",3235,1479,2,2,1,"重庆市","重庆市",NA,3,8,85,3,2,1,"2022/12/12",4,6,5,3,389.0883731,28.3333333333333
"3155",3236,893,1,2,1,"重庆市","重庆市",NA,2,3,115,4,3,1,"2023/1/1",4,5,5,3,389.0883731,28.75
"3156",3237,1622,2,3,1,"重庆市","重庆市",NA,4,3,85,3,2,1,"2022/12/17",4,6,7,7,389.0883731,28.3333333333333
"3157",3238,1520,2,2,1,"重庆市","重庆市",NA,2,4,120,3,2,1,"2022/12/3",4,6,5,5,389.0883731,40
"3158",3239,1128,1,3,1,"重庆市","重庆市",NA,4,4,110,4,2,2,"",0,4,4,4,389.0883731,27.5
"3159",3240,867,2,2,1,"重庆市","重庆市",NA,3,7,95,3,3,1,"2022/12/17",4,3,5,3,389.0883731,31.6666666666667
"3160",3241,809,1,1,2,"重庆市","重庆市",NA,5,1,45,3,3,1,"2023/1/2",4,3,2,2,389.0883731,15
